#OTUID	1759FJan_S24_L	1763CFeb_S27_L	1763FFeb_S25_L	2031CFeb_S42_L	2031FFeb_S40_L	2031P230_S89_L	2031PFeb_S41_L	2229FP230_S86_L	2231C230_S93_L	2231F230_S91_L	2231FFeb_S31_L	2231PJan_S22_L	29CJan_S3_L	29FFeb_S46_L	29FMar_S73_L	29PJan_S2_L	31CMar_S72_L	42CJan_S14_L	42CMar_S78_L	42F230_S82_L	42FJan_S13_L	42FMar_S76_L	42P230_S83_L	42PMar_S77_L	59CFeb_S45_L	59CMar_S63_L	59FFeb_S43_L	59FMar_S61_L	59P230_S95_L	60C230_S81_L	59PMar_S62_L	60CFeb_S36_L	60F230_S79_L	60FFeb_S34_L	60FJan_S4_L	60P230_S80_L	60PFeb_S35_L	61CJan_S17_L	61FFeb_S52_L	61FMar_S67_L	61PMar_S68_L	63FJan_S18_L	63FMar_S58_L	63PMar_S59_L	73CJan_S12_L	73FJan_S11_L	73FMar_S64_L	80CJan_S10_L	80CMar_S57_L	80FFeb_S49_L	Jul42C2_S36_L001_R1	Jul42P_S31_L001_R1	Jul59F_S12_L001_R1	Jul60F_S27_L001_R1	Jul60C2_S17_L001_R1	Jul61C3_S21_L001_R1	Jul61P2_S16_L001_R1	Jul63F_S11_L001_R1	Jul63C2_S6_L001_R1	Aug2031F_S50_L001_R1	Aug2031P2_S4_L001_R1	Aug2231P2_S19_L001_R1	Aug2231F_S9_L001_R1	Aug29C2_S29_L001_R1	Aug29F_S24_L001_R1	Aug29P2_S34_L001_R1	Aug42F_S39_L001_R1	Aug42P2_S47_L001_R1	Aug59C2_S18_L001_R1	Aug59P2_S23_L001_R1	Aug60C2_S51_L001_R1	Aug60F_S28_L001_R1	Aug60P2_S33_L001_R1	Aug61C2_S42_L001_R1	Aug61F_S38_L001_R1	Aug61P2_S46_L001_R1	Aug63C2_S55_L001_R1	Aug63F_S3_L001_R1	Aug63P2_S8_L001_R1	Sep61F_S35_L001_R1	Sept2031F_S10_L001_R1	Sep60F_S30_L001_R1	Sept29F_S5_L001_R1	Sept2231F_S15_L001_R1	Sept59F_S20_L001_R1	Sept63F_S25_L001_R1	taxonomy
Ambiguous_taxa;AM913980.1.1440	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__Ambiguous_taxa
Unculturedbacterium;DQ125588.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae1;g__Clostridiumsensustricto1;s__Unculturedbacterium
Ambiguous_taxa;DQ402021.1.1442	2	1	7	15	35	22	23	15	187	27	18	5	0	5	3	1	5	153	7	24	31	61	48	48	5	0	6	4	7	24	3	5	4	6	3	5	5	1	7	10	6	5	9	8	24	3	18	4	3	3	30	131	16	33	12	15	45	44	8	12	18	12	39	24	6	32	5	59	3	9	3	3	6	2	6	13	8	1	7	39	13	9	34	15	19	15	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Uncultured;s__Ambiguous_taxa
Ambiguous_taxa;EU022307.1.1440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ambiguous_taxa;s__Ambiguous_taxa
Unculturedorganism;HQ807955.1.1440	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Unculturedorganism
Ambiguous_taxa;HQ813627.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeNK4A136group;s__Ambiguous_taxa
Unculturedbacterium;JF697564.1.1440	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Unculturedbacterium;g__Unculturedbacterium;s__Unculturedbacterium
Ambiguous_taxa;JQ806458.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ambiguous_taxa;s__Ambiguous_taxa
UnculturedAnaerovoraxsp;EU073780.1.1439	2	0	0	1	0	1	0	0	0	0	17	2	0	7	3	5	15	0	2	0	0	0	0	2	0	1	1	4	0	0	0	7	4	0	0	0	2	0	0	1	4	0	1	3	0	3	1	0	8	2	0	0	2	4	0	0	1	2	0	3	3	0	1	0	1	0	1	0	0	7	1	2	5	0	0	1	0	1	1	0	1	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__FamilyXIII;g__Uncultured;s__UnculturedAnaerovoraxsp
Ambiguous_taxa;EU794083.1.1439	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__FamilyXIII;g__FamilyXIIIAD3011group;s__Ambiguous_taxa
Unculturedbacterium;EU794160.1.1439	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	18	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	1	0	0	2	0	0	0	k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__Unculturedbacterium
Unculturedrumenbacterium;EU871402.1.1439	117	18	75	7	13	4	7	5	0	3	40	53	0	53	78	19	23	0	47	6	7	37	4	46	31	30	32	60	17	1	51	40	41	34	108	63	68	13	9	32	50	24	50	73	0	90	34	1	122	142	7	21	1	56	2	0	0	55	11	144	141	9	13	0	5	6	4	3	2	27	32	82	70	0	0	0	37	98	88	0	102	15	123	39	23	23	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__[Eubacterium]coprostanoligenesgroup;s__Unculturedrumenbacterium
Unculturedbacterium;FJ675531.1.1439	11	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium1;s__Unculturedbacterium
Unculturedbacterium;FJ679657.1.1485	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__Unculturedbacterium;g__Unculturedbacterium;s__Unculturedbacterium
Unculturedbacterium;FJ680328.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-005;s__Unculturedbacterium
Unculturedbacterium;FJ681128.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-014;s__Unculturedbacterium
Unculturedbacterium;FJ684852.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Unculturedbacterium
Ambiguous_taxa;FM208262.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Rugosimonospora;s__Ambiguous_taxa
Microbacteriumsp.TSWCW8;GQ284456.1.1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacteriumsp.TSWCW8
Ambiguous_taxa;GQ402790.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Uncultured;g__Ambiguous_taxa;s__Ambiguous_taxa
Unculturedorganism;HQ775010.1.1439	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Unculturedorganism
Unculturedorganism;HQ780921.1.1439	13	19	18	22	25	26	20	30	30	22	24	41	101	23	40	40	31	65	35	21	27	23	26	24	9	15	39	33	35	81	31	36	24	16	24	63	22	27	5	33	21	20	33	17	24	26	19	42	8	22	30	55	71	21	52	67	56	65	46	48	48	34	36	38	69	42	40	25	34	75	33	28	69	56	49	64	44	44	104	50	32	21	23	41	19	39	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-005;s__Unculturedorganism
Ambiguous_taxa;HQ800622.1.1439	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Ambiguous_taxa
Ambiguous_taxa;KC110953.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Ambiguous_taxa;g__Ambiguous_taxa;s__Ambiguous_taxa
Unculturedbacterium;KF842111.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Unculturedbacterium
Ambiguous_taxa;KU312048.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Ambiguous_taxa;s__Ambiguous_taxa
Ambiguous_taxa;KX262700.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__Ambiguous_taxa
Ambiguous_taxa;ADLN01000129.202.1639	0	0	0	1	0	1	2	0	0	2	0	0	5	0	1	1	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	2	1	0	0	0	1	2	2	0	0	2	1	0	2	1	3	0	2	1	2	0	0	0	0	0	4	7	2	3	0	2	0	0	1	0	4	6	10	4	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__IncertaeSedis;s__Ambiguous_taxa
Unculturedbacterium;AF371915.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Unculturedbacterium;s__Unculturedbacterium
Unculturedbacterium;AF371942.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-005;s__Unculturedbacterium
UnculturedMethanobacterialesarchaeon;DQ402028.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Uncultured;s__UnculturedMethanobacterialesarchaeon
Unculturedbacterium;DQ455860.1.1438	18	0	6	11	5	23	3	23	2	34	38	10	159	39	25	65	18	73	3	8	14	36	5	33	10	7	32	12	3	2	9	26	23	15	34	3	13	4	7	56	30	7	7	3	43	41	10	33	40	46	6	3	26	29	60	67	49	3	6	62	24	48	49	98	71	56	23	9	6	14	6	36	16	6	13	19	10	4	1	7	51	5	26	27	11	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-005;s__Unculturedbacterium
Unculturedbacterium;EU844341.1.1455	0	12	23	0	0	10	4	12	0	7	0	0	0	3	0	1	1	1	0	0	0	0	2	0	1	1	8	0	8	31	5	0	2	0	0	3	0	5	0	0	0	1	1	0	14	6	0	4	1	0	0	5	14	15	13	66	60	9	3	40	47	4	15	45	11	21	5	5	44	31	73	3	21	30	12	23	74	28	58	7	15	24	29	5	3	5	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CandidatusSaccharimonas;s__Unculturedbacterium
Ambiguous_taxa;FJ159563.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Ambiguous_taxa
Ambiguous_taxa;HQ224597.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Ambiguous_taxa
Unculturedorganism;HQ790169.1.1438	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Unculturedorganism
Unculturedorganism;HQ792831.1.1438	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Unculturedorganism
Unculturedbacterium;KF911144.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Unculturedbacterium
Ambiguous_taxa;KP174628.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Ambiguous_taxa
Ambiguous_taxa;KR906510.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__Ambiguous_taxa
Unculturedbacterium;AF371590.1.1437	6	0	0	0	0	6	0	2	0	4	0	0	0	0	0	0	0	5	0	0	2	0	0	0	2	3	0	0	0	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	5	0	2	2	0	6	8	25	5	6	1	0	8	4	4	4	3	57	16	13	4	1	1	19	2	6	4	3	3	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Unculturedbacterium
Unculturedbacterium;EU748100.1.1437	1	0	4	0	0	9	0	3	0	2	2	1	5	1	1	2	1	5	4	3	4	6	0	1	3	3	5	3	1	3	4	0	0	3	1	4	5	3	2	4	2	1	6	0	7	0	5	6	2	1	3	4	4	7	3	2	12	5	3	4	1	1	10	3	4	9	1	0	4	9	2	3	4	6	11	7	2	2	3	7	0	3	2	3	3	4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__FamilyXIII;g__Mogibacterium;s__Unculturedbacterium
Unculturedbacterium;FJ675180.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium1;s__Unculturedbacterium
Unculturedbacterium;FJ681891.1.1437	0	1	0	2	1	0	2	0	0	3	0	1	7	0	1	1	0	4	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	7	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	1	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-014;s__Unculturedbacterium
Unculturedbacterium;FJ685248.1.1437	0	1	5	1	3	0	1	0	0	2	3	1	1	0	0	2	0	0	6	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	4	2	1	6	3	2	16	4	0	17	9	0	0	0	4	0	0	8	0	0	10	3	3	4	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	45	73	4	26	0	18	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Unculturedbacterium
Metagenome;FPLS01047385.2.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pir4lineage;s__Metagenome
Prosthecomicrobiumsp.ATCC27825;GQ221766.1.1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Prosthecomicrobiumsp.ATCC27825
Ambiguous_taxa;HQ772894.1.1437	0	0	0	0	0	1	0	0	0	0	1	1	0	0	4	1	1	0	2	0	0	1	0	1	1	2	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Agathobacter;s__Ambiguous_taxa
